id,hash,label
2024-08_toggle_soundshare_menu_experiment,3853396589,Toggle soundshare from stream settings menu
2024-08_user_app_subscription_redesign,757311854,User App Subscription Redesign
2024-08_user_profile_blockee_hide_mutuals,1502922057,User Profile Blockee Hide Mutuals
2024-08_user_profile_blocker_skeleton,2213424224,User Profile Blocker Skeleton
2024-09_app_dms,898010800,App DMs Experiment
2024-09_app_oauth2_link_embed,1118084903,app oauth2 link embed
2024-09_best_of_nitro_v2_experiment,2180300978,Best of Nitro bento boxes
2024-09_blocking_voice_states_blockee,1813334724,Blocking Voice States (Blockee)
2024-09_browse_channel_visible,1053452216,Don't show guild Browse Channels when all channels are already visible
2024-09_browsechannelbuttonoptin,1325580951,Don't show guild Browse Channels when all channels are already visible
2024-09_bug_reporter,3673264743,Bug Reporter
2024-09_collectibles_shop_preload,81858881,Collectibles Shop Preload
2024-09_connection_flow_refactor,2545166978,Connection Flow Refactor
2024-09_dm_mute_feedback,3721779707,DM Mute Feedback Experiment
2024-09_fewer_speaking_messages,2436834070,Reduce speaking messages
2024-09_friend_anniversaries_metrics,115812232,Friend Anniversaries Metrics
2024-09_friends_in_server,2409701526,Friends in Server
2024-09_game_profile_feedback_flow,3237263001,Game Profile Feedback Flow
2024-09_global_discovery_apps,692504301,Global Discovery Apps - Logged In
2024-09_hd_streaming_potion,963601694,Consumable HD Streaming Experiment
2024-09_improved_reaction_button,96191983,Improved Reaction Button
2024-09_league_of_legends_leaderboard,107802454,League of Legends Leaderboard
2024-09_likely_atoed_connections,723606476,Likely ATO Warning
2024-09_message_forwarding_gtm,1298178098,Message forwarding GTM
2024-09_open_platform_link_sharing_mobile,1206887120,Open Platform Link Sharing Mobile
2024-09_quests_trophy_case,692564799,Trophy Case
2024-09_rustadm,4226263373,Rust Audio Device Manager
2024-09_sky_load,2717647907,Sky Load
2024-09_test_child_2_safety_xp_holdout,2622662067,Holdout experiment
2024-09_tiered_tenure_badging_whats_new,1279193001,Tiered Tenure Badging (What's New)
2024-09_user_app_install_education,2283061372,User App Install Education Experiment
2024-09_voice_channel_blocked_user_warning,171890070,Voice Channel Blocked User Warning
2024-09_whats_new_cards_v2_experiment,1773075055,Whats new bento boxes
2024-10_app_oauth2_link_embed_mobile,3144944363,app oauth2 link embed
2024-10_basic_tagline_experiment,1362626353,Basic Tagline Experiment
2024-10_block_user_feedback,1345574151,Block User Feedback Experiment
2024-10_blocking_context,1289160534,Blocking Context
2024-10_consumables_hd_streaming,3491032581,Consumable HD Streaming Experiment
2024-10_golive_simulcast,3942584255,GoLive Simulcast
2024-10_icymi_legacy,1485834222,Legacy ICYMI experiment
2024-10_icymi_random,807262478,random sort on ICYMI
2024-10_icymi_sorting_fe,3306368080,FE experiment for sorting on ICYMI
2024-10_improved_media_viewer,1621420501,Improved Desktop Media Viewer
2024-10_merge_notifications_tab,2998143296,Merge notifications tab
2024-10_message_attachment_send_failure,3652546672,Message Attachment Send Failure Experiment
2024-10_mobile_display_animated_webp_embeds,4109271000,Mobile Display Animated WebP Embeds Experiment
2024-10_mobile_referral_trial_recipient,3982775303,Referral Recipient Experiment
2024-10_mobile_video_disable,1715296116,Backgrounding Mobile App Disables Incoming Video
2024-10_nitro_shop_entry_points,842501197,User Profile Nitro Shop Entry Points
2024-10_nitro_tab_forced_render,3681053868,Nitro Tab Forced Re-render Investigation
2024-10_october_holiday,3418461453,October Holiday
2024-10_overlay_v3,3483283057,Overlay V3 Shared Context OOP
2024-10_premium_upsell_revamp_for_trial,2750477292,Premium Upsell Revamp For Trial
2024-10_profile_activity_react_reply,3699976510,Profile Activity React Reply
2024-10_quests_dismissal_survey,704914099,Quests Dismissal Survey
2024-10_quests_video_dismissal_survey,1800252857,Video Quests Dismissal Survey
2024-10_rapidash_discovery_entrypoint,2622502748,Rapidash Discovery Entrypoint
2024-10_rapidash_discovery_plus,1731609653,Rapidash Discovery Plus
2024-10_rapidash_discovery_sign_up,2681995341,Rapidash Discovery Early Sign Up
2024-10_rapidash_request_to_join_dm,542247496,Rapidash Request To Join DM option in Guild Popout
2024-10_recent_activity_in_dms,2122002762,Recent Activity in DMs
2024-10_retrigger_reaction_frecency_algorithms,3254726199,(Retrigger) Reaction Frecency Algorithms
2024-10_shop_skus_in_gift_flow,1469485145,Gift Collectibles in DM
2024-10_shop_variants,2849820511,Shop Variants Experiment
2024-10_simplified_custom_status_bubble,2329002064,Simplified Custom Status Bubble
2024-10_stealth_remediation,3936986189,A new user remediation tool
2024-10_system_date_formatter,2327380316,Use system APIs for date formatting
2024-10_tile_resolution_gating,3172358820,Tile Resolution Gating
2024-10_updated_fetch_subscription_plans_for_sku_error,1907997422,Updated Fetch Subscription Plans For SKU Error
2024-10_user_profile_panel_recent_activity,686077637,User Profile Panel Recent Activity
2024-10_user_profile_panel_recent_activity_status,2843610715,User Profile Panel Recent Activity Status
2024-10_voice_icon_states,4090757948,Voice/Video icon states
2024-10_web_display_animated_webp_embeds,527410747,Web Display Animated WebP Embeds Experiment
2024-10_weighted_sample_activity_shelf,2793808763,Weighted Sample Activity Shelf
2024-11_activities_contextless,1212742421,Contextless Activities Experiment
2024-11_activity_popout_window,4090186469,Activity Popout Window Experiment
2024-11_application_reporting_flow,1859137100,Apps In-App Reporting
2024-11_checkout_optimization_browser_autofill_global,402972005,Checkout Optimization Browser Autofill Global
2024-11_checkout_optimization_desktop_client_google_pay,3040416010,Checkout Optimization Browser Autofill Google Pay
2024-11_connection_flow_refactor_v2,4044657019,Connection Flow Refactor
2024-11_disable_quest_decision_fallback,3740788845,Disable Quest Decision Fallback
2024-11_expression_suggestions_disabled,1064593114,Expression Suggestions Disabled Experiment
2024-11_global_discovery_algolia_search,3999173412,Global Discovery Servers Search
2024-11_hotwheels_activity_feed_ml_model,2145331079,Hotwheels Activity Feed ML Model
2024-11_hypesquad_removal,3719452344,HypeSquad Removal
2024-11_marketing_page_v2_experiment,2385116850,Marketing Page V2 Experiment
2024-11_member_verification_rollout,516128964,Member verification rollout
2024-11_nitro_basic_upsell,799610608,Nitro Basic Upsell
2024-11_nitro_tenure_rewards_collectible,369847441,Nitro Tenure Reward Collectible
2024-11_premium_q4_moment_marketing,1993855251,Premium Q4 Moment Marketing
2024-11_scheduled_messages,3665569004,Scheduled Messages
2024-11_seasonal_gifting,797131451,Seasonal Gifting 2024
2024-11_seasonal_gifting_reminder,926272517,Seasonal Gifting Reminder 2024
2024-11_soundmoji_rendering,375271128,Render soundmojis
2024-11_soundmoji_sending,1328765334,Send soundmojis
2024-11_teen_defaults__message_requests,3587259312,New defaults for message requests
2024-11_third_party_access_settings_redesign,2932220947,Third Party Access User Settings Redesign
2024-11_unreads_new_users2,1130924794,Unreads Experiment (grey-dot mode) (new users) 2
2024-11_user_profile_recent_activity,2038753337,User Profile Recent Activity
2024-12_app_dm_report_button,2990331215,App DMs Report Button Experiment
2024-12_app_embeds_redesign,3413595166,App Embeds Redesign
2024-12_confetti_potion,1949530485,Confetti Potion Experiment
2024-12_dcf_dismissal_no_op,3302286747,DCF Dismissal No Op
2024-12_global_discovery_apps_logged_out,1944136780,Global Discovery Apps - Logged Out
2024-12_hotwheels_activity_feed_inventory_thresholds,54732725,Hotwheels Activity Feed (Inventory Options)
2024-12_icymi_status_with_media,4006754440,Shows media with custom status in ICYMI
2024-12_new_guild_profile,3008491910,Enables new guild profile
2024-12_overlay_v3_tech,558925743,Overlay V3 Shared Tech Experiment
2024-12_participants_panel,3915594045,Participants Panel
2024-12_premium_wow_moment,2616729737,Premium Wow Moment
2024-12_premium_wow_moment_fetch_analytics,2333858302,Premium Wow Moment Fetch Analytics
2024-12_quests_nitro_permadecos,763918667,Quests Nitro Permadecos
2024-12_save_voice_message_menu_item,1790383503,Save voice message menu item on web
2024-12_shop_home_experiment,3436207934,Shop Home API Experiment
2024-12_shop_link_mention,4271370555,Collectibles Shop Link Mention Experiment
2024-12_uplift_trial_nux,2788035008,Uplift Trial NUX
2024-12_user_profile_modal_recent_activity,2340201155,User Profile Modal Recent Activity
2024-12_user_profile_react_reply_awareness,4253623018,User Profile React Reply Awareness
2024-12_voice_call_buttons,2815273603,Voice/Video icon states
2024-12_voice_icon_states,516807114,Voice/Video icon states
2024-12_winter_holiday,944123231,Winter Holiday
2024-2024-10_shop_variants,1035618977,Shop Variants Experiment
2025-01_perceptual_volume_function,2812258452,Perceptual volume function adjustment
2025-01_remove_emoji_effects,3976238319,Remove emoji effects
2025-01_valentines_gifting_2025,3086590474,Valentines Gifting 2025
